filename,method,N,KL_MAP,KL_reconstruct
N_10_1_G_7_1.csv,NF,100,0.011823579668998718,0.011823579668998718
N_10_1_G_7_1.csv,Bayes,316,0.008616117760539055,0.007971166633069515
N_10_1_G_7_1.csv,NPBayes,316,0.12794024743128285,0.04953897660326416
N_10_1_G_7_1.csv,NF,316,0.01526587549597025,0.01526587549597025
N_10_1_G_7_1.csv,Bayes,1000,0.00386876636184752,0.003779698396101594
N_10_1_G_7_1.csv,NPBayes,1000,0.01414641345775543,0.014774407644953625
N_10_1_G_7_1.csv,NF,1000,0.00582514051347971,0.00582514051347971
N_10_1_G_7_1.csv,Bayes,3160,0.0002376090851612389,0.0002443361736368388
N_10_1_G_7_1.csv,NPBayes,3160,0.006500856906219951,0.0050725613926738584
N_10_1_G_7_1.csv,NF,3160,0.0021097760181874037,0.0021097760181874037
N_10_1_G_7_1.csv,Bayes,10000,6.886461051180959e-05,7.136791828088462e-05
N_10_1_G_7_1.csv,NPBayes,10000,0.0019591229021275925,0.00330062449322853
N_10_1_G_7_1.csv,NF,10000,0.0016440959880128503,0.0016440959880128503
N_10_1_G_8_1.csv,Bayes,100,0.024837424978613853,0.03147079050540924
N_10_1_G_8_1.csv,NPBayes,100,0.16647327958451325,0.14924163607030125
N_10_1_G_8_1.csv,NF,100,0.04658050090074539,0.04658050090074539
N_10_1_G_8_1.csv,Bayes,316,0.012267664074897766,0.014575916342437267
N_10_1_G_8_1.csv,NPBayes,316,0.0711387442339677,0.056660325874910336
N_10_1_G_8_1.csv,NF,316,0.013577789068222046,0.013577789068222046
N_10_1_G_8_1.csv,Bayes,1000,0.0015610326081514359,0.0018070682417601347
N_10_1_G_8_1.csv,NPBayes,1000,0.020226233765389977,0.019801208737315192
N_10_1_G_8_1.csv,NF,1000,0.0050843325443565845,0.0050843325443565845
N_10_1_G_8_1.csv,Bayes,3160,0.0007091105217114091,0.0006453514215536416
N_10_1_G_8_1.csv,NPBayes,3160,0.019549010560703295,0.009817947156985965
N_10_1_G_8_1.csv,NF,3160,0.003263193415477872,0.003263193415477872
N_10_1_G_8_1.csv,Bayes,10000,0.00022211714531295002,0.00019094622984994203
N_10_1_G_8_1.csv,NPBayes,10000,0.003912683983981543,0.00415831376349298
N_10_1_G_8_1.csv,NF,10000,0.0014476689975708723,0.0014476689975708723
N_10_1_G_9_1.csv,Bayes,100,0.012398876249790192,0.018885385245084763
N_10_1_G_9_1.csv,NPBayes,100,0.19660905786920793,0.2094727331684807
N_10_1_G_9_1.csv,NF,100,0.09915918856859207,0.09915918856859207
N_10_1_G_9_1.csv,Bayes,316,0.0020536144729703665,0.003519117133691907
N_10_1_G_9_1.csv,NPBayes,316,0.08258383273007387,0.05866323182133121
N_10_1_G_9_1.csv,NF,316,0.02243322879076004,0.02243322879076004
N_10_1_G_9_1.csv,Bayes,1000,0.000920635589864105,0.0009379416005685925
N_10_1_G_9_1.csv,NPBayes,1000,0.015122331576633143,0.01673599093113707
N_10_1_G_9_1.csv,NF,1000,0.0059109041467309,0.0059109041467309
N_10_1_G_9_1.csv,Bayes,3160,0.00010667231254046783,0.00011136931425426155
N_10_1_G_9_1.csv,NPBayes,3160,0.015949561131736168,0.023372174987345593
N_10_1_G_9_1.csv,NF,3160,0.0014375675236806273,0.0014375675236806273
N_10_1_G_9_1.csv,Bayes,10000,6.275477517192485e-06,4.893855475529563e-06
N_10_1_G_9_1.csv,NPBayes,10000,0.001351270094944957,0.0018197502773477255
N_10_1_G_9_1.csv,NF,10000,0.0019367983331903815,0.0019367983331903815
